Net_Metrekare,Brüt_Metrekare,Oda_Sayısı,Bulunduğu_Kat,Eşya_Durumu,Binanın_Yaşı,Isıtma_Tipi,Fiyat,Şehir,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Takas,Tapu_Durumu,Banyo_Sayısı
112,115.0,4.0,2.Kat,,11-15,Kombi Doğalgaz,1780000.0,denizli,3,Mülk Sahibi Oturuyor,,,,1.0
89,90.0,3.0,3.Kat,,5-10,Kombi Doğalgaz,1850000.0,denizli,3,Boş,,,,1.0
130,135.0,4.0,2.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1450000.0,denizli,4,Boş,,,,1.0
110,120.0,4.0,Yüksek Giriş,,5-10,Kombi Doğalgaz,1365000.0,denizli,2,Boş,,,,1.0
55,60.0,2.0,2.Kat,,5-10,Yerden Isıtma,1240000.0,denizli,2,Boş,,,,1.0
55,60.0,2.0,2.Kat,Eşyalı,5-10,Kombi Doğalgaz,1075000.0,denizli,5,Kiracı Oturuyor,Uygun,Var,Kat Mülkiyeti,1.0
55,58.0,2.0,1.Kat,Eşyalı,5-10,Yerden Isıtma,1200000.0,denizli,3,Boş,,,,1.0
85,100.0,3.0,1.Kat,Boş,4,Yerden Isıtma,2300000.0,denizli,3,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
50,60.0,2.0,2.Kat,,5-10,Merkezi Doğalgaz,1350000.0,denizli,3,Boş,,,,1.0
75,85.0,3.0,Yüksek Giriş,Boş,5-10,Kombi Doğalgaz,1450000.0,denizli,3,Mülk Sahibi Oturuyor,Uygun,Yok,Kat İrtifakı,1.0
50,55.0,2.0,3.Kat,Eşyalı,5-10,Kombi Doğalgaz,1600000.0,denizli,4,Kiracı Oturuyor,Uygun,Var,Kat İrtifakı,1.0
80,90.0,3.0,3.Kat,Eşyalı,3,Kombi Doğalgaz,1325000.0,denizli,3,Kiracı Oturuyor,,Var,Kat İrtifakı,1.0
61,65.0,3.0,Bahçe Katı,Eşyalı,5-10,Kombi Doğalgaz,1050000.0,denizli,2,Boş,Uygun,Var,Kat Mülkiyeti,1.0
50,55.0,2.0,2.Kat,Eşyalı,4,Kombi Doğalgaz,1150000.0,denizli,4,Kiracı Oturuyor,Uygun,Yok,Kat İrtifakı,1.0
100,110.0,3.0,Düz Giriş (Zemin),,5-10,Kombi Doğalgaz,1000000.0,denizli,4,Boş,,,,1.0
155,160.0,4.0,2.Kat,,0 (Yeni),Yerden Isıtma,2500000.0,denizli,2,Boş,,,,2.0
75,77.0,2.0,12.Kat,Eşyalı,3,Merkezi (Pay Ölçer),2620000.0,denizli,3,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
120,140.0,4.0,1.Kat,,0 (Yeni),Doğalgaz Sobalı,2700000.0,denizli,3,Boş,,,,1.0
50,55.0,2.0,2.Kat,Eşyalı,5-10,Kombi Doğalgaz,1100000.0,denizli,5,Kiracı Oturuyor,Uygun,,Kat Mülkiyeti,1.0
100,120.0,,Bahçe Katı,,0 (Yeni),Doğalgaz Sobalı,4200000.0,denizli,3,Boş,,,,0.0
90,100.0,3.0,1.Kat,,5-10,Yerden Isıtma,1730000.0,denizli,3,Kiracı Oturuyor,,,,1.0
45,55.0,2.0,2.Kat,Eşyalı,2,Merkezi (Pay Ölçer),1300000.0,denizli,5,Kiracı Oturuyor,Uygun,Var,Kat İrtifakı,1.0
150,160.0,4.0,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,4200000.0,denizli,4,Boş,Bilinmiyor,Var,Kat İrtifakı,2.0
110,130.0,4.0,Yüksek Giriş,Boş,0 (Yeni),Yerden Isıtma,3200000.0,denizli,4,Boş,Bilinmiyor,Var,Kat İrtifakı,2.0
45,50.0,2.0,2.Kat,Eşyalı,16-20,Klimalı,750000.0,denizli,5,Boş,Bilinmiyor,Var,,1.0
45,51.0,2.0,Çatı Katı,Eşyalı,16-20,Kombi Doğalgaz,899000.0,denizli,3,Boş,Bilinmiyor,Var,,1.0
40,50.0,2.0,2.Kat,Eşyalı,0 (Yeni),Yerden Isıtma,1000000.0,denizli,2,Kiracı Oturuyor,,,,1.0
60,65.0,3.0,5.Kat,Eşyalı,5-10,Merkezi Doğalgaz,1280000.0,denizli,5,Kiracı Oturuyor,Bilinmiyor,Var,,1.0
449,450.0,,,,16-20,Yerden Isıtma,17000000.0,denizli,3,Boş,Bilinmiyor,Var,,6.0
100,120.0,3.0,,,2,Sobalı,1850000.0,denizli,3,Kiracı Oturuyor,,,,3.0
70,75.0,3.0,1.Kat,Eşyalı,5-10,Kombi Doğalgaz,1549000.0,denizli,4,Boş,Bilinmiyor,Var,,1.0
80,85.0,,2.Kat,,21 Ve Üzeri,Klimalı,865000.0,denizli,3,Boş,,,,1.0
145,150.0,4.0,3.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1699000.0,denizli,3,Boş,,,,1.0
105,115.0,3.0,16.Kat,Boş,5-10,Merkezi Doğalgaz,2750000.0,denizli,3,Boş,Bilinmiyor,Var,,2.0
54,55.0,2.0,Bahçe Katı,Boş,5-10,Kombi Doğalgaz,999000.0,denizli,4,Boş,,,,1.0
115,130.0,3.0,2.Kat,,0 (Yeni),Kombi Doğalgaz,1650000.0,denizli,3,Boş,,,,1.0
61,65.0,3.0,Bahçe Katı,Eşyalı,5-10,Kombi Doğalgaz,1299000.0,denizli,2,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
135,145.0,3.0,3.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1425000.0,denizli,3,Kiracı Oturuyor,,,,1.0
150,160.0,4.0,Yüksek Giriş,,0 (Yeni),Yerden Isıtma,3500000.0,denizli,3,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
155,160.0,4.0,2.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1699000.0,denizli,3,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
100,105.0,3.0,Çatı Katı,,21 Ve Üzeri,Sobalı,750000.0,denizli,4,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
110,120.0,3.0,4.Kat,,21 Ve Üzeri,Sobalı,1025000.0,denizli,4,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
160,170.0,4.0,3.Kat,,0 (Yeni),Kombi Doğalgaz,3300000.0,denizli,3,Boş,,,,1.0
110,120.0,3.0,Düz Giriş (Zemin),,5-10,Kombi Doğalgaz,965000.0,denizli,3,Boş,,,,1.0
130,140.0,4.0,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3290000.0,denizli,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1.0
95,105.0,3.0,Yüksek Giriş,Boş,0 (Yeni),Kombi Doğalgaz,2750000.0,denizli,4,Boş,Bilinmiyor,Var,Kat İrtifakı,1.0
130,145.0,4.0,1.Kat,Boş,21 Ve Üzeri,Merkezi Doğalgaz,1900000.0,denizli,4,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
80,90.0,3.0,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1800000.0,denizli,2,Boş,Bilinmiyor,Yok,Kat İrtifakı,1.0
40,50.0,2.0,3.Kat,Eşyalı,5-10,Yerden Isıtma,980000.0,denizli,3,Kiracı Oturuyor,Bilinmiyor,Var,Kat İrtifakı,1.0
250,260.0,3.0,,,21 Ve Üzeri,Sobalı,1780000.0,denizli,3,Mülk Sahibi Oturuyor,,,,3.0
110,120.0,3.0,Düz Giriş (Zemin),,5-10,Kombi Doğalgaz,1000000.0,denizli,4,Boş,,,,1.0
60,65.0,3.0,3.Kat,Eşyalı,11-15,Kombi Doğalgaz,1550000.0,denizli,4,Boş,Uygun,Var,Kat Mülkiyeti,1.0
65,70.0,2.0,2.Kat,,5-10,Yerden Isıtma,1470000.0,denizli,4,Boş,,,,1.0
50,55.0,2.0,Bahçe Katı,Eşyalı,0 (Yeni),Kombi Doğalgaz,1350000.0,denizli,3,Boş,Uygun,Var,Kat Mülkiyeti,1.0
145,150.0,4.0,3.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1750000.0,denizli,3,Boş,,,,1.0
115,120.0,3.0,Yüksek Giriş,,5-10,Kombi Doğalgaz,2150000.0,denizli,3,Mülk Sahibi Oturuyor,,,,1.0
110,120.0,3.0,Bahçe Katı,,16-20,Yerden Isıtma,1450000.0,denizli,3,Mülk Sahibi Oturuyor,,,,1.0
67,70.0,2.0,Bahçe Katı,,0 (Yeni),Yerden Isıtma,790000.0,denizli,3,Boş,,,,1.0
130,145.0,4.0,2.Kat,Boş,1,Yerden Isıtma,2760000.0,denizli,5,Boş,Bilinmiyor,Yok,,1.0
140,150.0,4.0,3.Kat,Boş,0 (Yeni),Yerden Isıtma,3800000.0,denizli,5,Boş,Bilinmiyor,Yok,,2.0
140,150.0,4.0,1.Kat,Boş,0 (Yeni),Yerden Isıtma,3200000.0,denizli,5,Boş,Bilinmiyor,Yok,,2.0
230,240.0,3.0,,,21 Ve Üzeri,Kombi Doğalgaz,1880000.0,denizli,2,Mülk Sahibi Oturuyor,,,,3.0
145,154.0,4.0,3.Kat,,16-20,Kombi Doğalgaz,1699000.0,denizli,3,Boş,,,,1.0
250,300.0,8.0,Çatı Katı,,5-10,Kombi Doğalgaz,5000000.0,denizli,5,Boş,Bilinmiyor,Var,Kat İrtifakı,3.0
140,160.0,3.0,1.Kat,,21 Ve Üzeri,Kombi Doğalgaz,2100000.0,denizli,4,Boş,,Yok,Kat İrtifakı,1.0
400,430.0,8.0,Müstakil,,1,Yerden Isıtma,18000000.0,denizli,3,Mülk Sahibi Oturuyor,Uygun,Var,Kat Mülkiyeti,5.0
133,135.0,4.0,2.Kat,Boş,0 (Yeni),Yerden Isıtma,3250000.0,denizli,3,Boş,Uygun,Var,Kat Mülkiyeti,2.0
135,140.0,3.0,3.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,2050000.0,denizli,3,Boş,Bilinmiyor,Yok,Müstakil Tapulu,1.0
140,145.0,4.0,4.Kat,,2,Kombi Doğalgaz,4500000.0,denizli,4,Boş,Uygun,,Kat Mülkiyeti,2.0
105,110.0,3.0,1.Kat,Boş,16-20,Yerden Isıtma,2100000.0,denizli,4,Boş,Uygun,Var,Kat Mülkiyeti,1.0
180,264.0,5.0,,Boş,0 (Yeni),Yerden Isıtma,7750000.0,denizli,2,Boş,Uygun,Var,Müstakil Tapulu,3.0
120,125.0,3.0,3.Kat,,21 Ve Üzeri,Kombi Doğalgaz,2089000.0,denizli,3,Boş,,,,1.0
150,155.0,4.0,1.Kat,,0 (Yeni),Kombi Doğalgaz,3500000.0,denizli,3,Boş,,,,1.0
75,85.0,3.0,2.Kat,Eşyalı,11-15,Kombi Doğalgaz,1499999.0,denizli,3,Kiracı Oturuyor,Uygun,Var,Kat Mülkiyeti,1.0
95,100.0,4.0,1.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1400000.0,denizli,4,Boş,,Yok,Kat Mülkiyeti,1.0
115,120.0,4.0,1.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1250000.0,denizli,4,Boş,Uygun,,,1.0
90,100.0,4.0,2.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1600000.0,denizli,3,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
125,135.0,4.0,2.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1400000.0,denizli,3,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
105,112.0,4.0,3.Kat,,21 Ve Üzeri,Merkezi (Pay Ölçer),1500000.0,denizli,3,Boş,,Yok,Kat Mülkiyeti,1.0
125,128.0,3.0,1.Kat,,21 Ve Üzeri,Merkezi (Pay Ölçer),1850000.0,denizli,5,Boş,,Yok,Kat Mülkiyeti,1.0
180,190.0,3.0,1.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,2000000.0,denizli,6,Boş,Uygun,Yok,Kat İrtifakı,1.0
125,135.0,3.0,5.Kat,,0 (Yeni),Yerden Isıtma,2985000.0,denizli,5,Boş,Uygun,,Kat Mülkiyeti,1.0
45,55.0,2.0,2.Kat,,0 (Yeni),Kombi Doğalgaz,1195000.0,denizli,2,Boş,,,,1.0
180,200.0,6.0,3.Kat,,11-15,Kombi Doğalgaz,3250000.0,denizli,3,Mülk Sahibi Oturuyor,,,,2.0
330,350.0,8.0,,Boş,5-10,Yerden Isıtma,13500000.0,denizli,3,Boş,Bilinmiyor,Yok,,4.0
65,75.0,3.0,Yüksek Giriş,Eşyalı,5-10,Kombi Doğalgaz,1399000.0,denizli,4,Kiracı Oturuyor,Bilinmiyor,Var,Kat İrtifakı,1.0
50,55.0,2.0,Yüksek Giriş,Eşyalı,5-10,Kombi Doğalgaz,1250000.0,denizli,4,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
300,320.0,7.0,,Boş,21 Ve Üzeri,Kombi Doğalgaz,4500000.0,denizli,2,Mülk Sahibi Oturuyor,Uygun,Var,Müstakil Tapulu,2.0
200,220.0,5.0,Çatı Dubleks,,5-10,Merkezi Doğalgaz,1899000000.0,denizli,5,Boş,,,,2.0
35,40.0,2.0,Bodrum Kat,Eşyalı,21 Ve Üzeri,Kombi Doğalgaz,669000.0,denizli,3,Boş,Uygun,,,1.0
160,170.0,4.0,3.Kat,,21 Ve Üzeri,Kombi Doğalgaz,2000000.0,denizli,3,Kiracı Oturuyor,,,,1.0
80,88.0,3.0,2.Kat,Eşyalı,3,Kombi Doğalgaz,2050000.0,denizli,3,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
50,56.0,2.0,2.Kat,Eşyalı,0 (Yeni),Kombi Doğalgaz,1850000.0,denizli,2,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
252,350.0,6.0,,Boş,0 (Yeni),Yerden Isıtma,8500000.0,denizli,2,Boş,Uygun,Var,Kat Mülkiyeti,3.0
90,95.0,3.0,3.Kat,,5-10,Kombi Doğalgaz,1675000.0,denizli,4,Boş,Uygun,,,1.0
72,75.0,3.0,2.Kat,,5-10,Kombi Doğalgaz,1350000.0,denizli,3,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
101,1948.0,3.0,,Boş,2,Sobalı,3500000.0,denizli,1,Boş,Uygun,Yok,Müstakil Tapulu,1.0
699,700.0,,,,5-10,Kombi Doğalgaz,14950000.0,denizli,2,Boş,Bilinmiyor,Var,,6.0
100,110.0,4.0,3.Kat,Boş,4,Kombi Doğalgaz,1380000.0,denizli,4,Boş,Bilinmiyor,Var,,1.0
110,115.0,3.0,4.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1375000.0,denizli,4,Mülk Sahibi Oturuyor,Uygun,Yok,Kat İrtifakı,1.0
55,65.0,3.0,2.Kat,Eşyalı,11-15,Yerden Isıtma,1550000.0,denizli,5,Boş,Bilinmiyor,Var,,1.0
45,65.0,2.0,1.Kat,Eşyalı,5-10,Kombi Doğalgaz,1100000.0,denizli,3,Boş,Bilinmiyor,Var,,1.0
70,80.0,2.0,Bahçe Katı,,2,Kombi Doğalgaz,720000.0,denizli,5,Boş,,,,1.0
110,120.0,3.0,1.Kat,Boş,16-20,Kombi Doğalgaz,1790000.0,denizli,3,Kiracı Oturuyor,Uygun,Yok,,1.0
50,55.0,2.0,2.Kat,Eşyalı,5-10,Kombi Doğalgaz,1048000.0,denizli,5,Kiracı Oturuyor,Uygun,Var,Kat İrtifakı,1.0
250,300.0,8.0,Çatı Dubleks,,5-10,Kombi Doğalgaz,5000000.0,denizli,5,Mülk Sahibi Oturuyor,,Var,,3.0
165,180.0,4.0,1.Kat,Boş,0 (Yeni),Yerden Isıtma,5200000.0,denizli,4,Boş,,Yok,,2.0
200,210.0,5.0,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,6500000.0,denizli,4,Boş,Uygun,Var,Kat Mülkiyeti,2.0
100,110.0,3.0,Yüksek Giriş,,0 (Yeni),Kombi Doğalgaz,1450000.0,denizli,2,Boş,,,,1.0
100,110.0,3.0,4.Kat,,5-10,Kombi Doğalgaz,1500000.0,denizli,5,Boş,,,,1.0
79,88.0,3.0,Yüksek Giriş,Eşyalı,5-10,Kombi Doğalgaz,1500000.0,denizli,4,Mülk Sahibi Oturuyor,,,,1.0
60,65.0,3.0,1.Kat,Eşyalı,16-20,Yerden Isıtma,1650000.0,denizli,5,Boş,Bilinmiyor,Var,Kat İrtifakı,1.0
45,50.0,2.0,Yüksek Giriş,Eşyalı,5-10,Kombi Doğalgaz,1150000.0,denizli,5,Boş,Uygun,Yok,,1.0
55,60.0,2.0,2.Kat,Eşyalı,11-15,Kombi Doğalgaz,1235000.0,denizli,2,Boş,Uygun,Yok,,1.0
110,120.0,3.0,2.Kat,,0 (Yeni),Yerden Isıtma,2000000.0,denizli,3,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
90,150.0,3.0,Düz Giriş (Zemin),Eşyalı,11-15,Kombi Doğalgaz,4000000.0,denizli,4,Boş,Uygun,Var,Kat Mülkiyeti,1.0
45,50.0,2.0,Yüksek Giriş,Eşyalı,3,Kombi Doğalgaz,965000.0,denizli,2,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
50,55.0,2.0,1.Kat,Eşyalı,5-10,Kombi Doğalgaz,1375000.0,denizli,3,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
50,55.0,2.0,5.Kat,,5-10,Yerden Isıtma,1175000.0,denizli,7,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
50,55.0,2.0,4.Kat,Eşyalı,5-10,Yerden Isıtma,1175000.0,denizli,7,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
50,55.0,2.0,4.Kat,Eşyalı,5-10,Yerden Isıtma,1175000.0,denizli,7,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
70,73.0,2.0,2.Kat,Eşyalı,4,Kombi Doğalgaz,1325000.0,denizli,3,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
68,70.0,2.0,1.Kat,Eşyalı,5-10,Kombi Doğalgaz,1299000.0,denizli,4,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
55,60.0,2.0,2.Kat,Eşyalı,4,Yerden Isıtma,1250000.0,denizli,5,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
48,50.0,2.0,2.Kat,Eşyalı,5-10,Yerden Isıtma,1199000.0,denizli,3,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
68,70.0,3.0,Bahçe Katı,Eşyalı,5-10,Yerden Isıtma,1350000.0,denizli,2,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
48,50.0,2.0,Düz Giriş (Zemin),Eşyalı,0 (Yeni),Yerden Isıtma,1299000.0,denizli,4,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
45,50.0,2.0,2.Kat,Eşyalı,5-10,Kombi Doğalgaz,979000.0,denizli,3,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
48,50.0,2.0,Düz Giriş (Zemin),Eşyalı,0 (Yeni),Yerden Isıtma,839000.0,denizli,4,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
110,120.0,3.0,3.Kat,,11-15,Kombi Doğalgaz,1800000.0,denizli,4,Kiracı Oturuyor,,,,1.0
55,60.0,2.0,4.Kat,,0 (Yeni),Yerden Isıtma,1450000.0,denizli,4,Boş,,,,1.0
90,110.0,3.0,4.Kat,Eşyalı,5-10,Kombi Doğalgaz,1800000.0,denizli,4,Kiracı Oturuyor,Bilinmiyor,Var,,1.0
183,184.0,,,,21 Ve Üzeri,Isıtma Yok,875000.0,denizli,1,Boş,,,,6.0
100,110.0,3.0,Yüksek Giriş,,0 (Yeni),Kombi Doğalgaz,1750000.0,denizli,2,Boş,,,,1.0
100,110.0,3.0,Yüksek Giriş,,0 (Yeni),Kombi Doğalgaz,1850000.0,denizli,3,Boş,,,,1.0
100,120.0,3.0,2.Kat,,4,Kombi Doğalgaz,1600000.0,denizli,3,Kiracı Oturuyor,,,,1.0
90,110.0,3.0,3.Kat,,3,Kombi Doğalgaz,1400000.0,denizli,3,Boş,,,,1.0
55,65.0,2.0,1.Kat,,5-10,Yerden Isıtma,1100000.0,denizli,3,Boş,Uygun,Var,Müstakil Tapulu,1.0
55,65.0,2.0,1.Kat,Eşyalı,4,Yerden Isıtma,1100000.0,denizli,3,Boş,Uygun,Var,Kat Mülkiyeti,1.0
149,150.0,4.0,2.Kat,Boş,11-15,Kombi Doğalgaz,2550000.0,denizli,3,Boş,Uygun,Yok,Müstakil Tapulu,1.0
128,130.0,3.0,2.Kat,Boş,3,Yerden Isıtma,2600000.0,denizli,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1.0
45,50.0,2.0,1.Kat,Eşyalı,5-10,Kombi Doğalgaz,999000.0,denizli,3,Boş,Bilinmiyor,Yok,,1.0
60,70.0,2.0,2.Kat,Eşyalı,5-10,Yerden Isıtma,1299000.0,denizli,4,Boş,Bilinmiyor,Yok,,1.0
45,50.0,2.0,2.Kat,Eşyalı,5-10,Kombi Doğalgaz,1250000.0,denizli,5,Kiracı Oturuyor,Bilinmiyor,Var,Kat İrtifakı,1.0
100,110.0,3.0,2.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1150000.0,denizli,4,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
88,89.0,3.0,2.Kat,,0 (Yeni),Kombi Doğalgaz,2090000.0,denizli,3,Boş,,,,1.0
153,154.0,4.0,3.Kat,,11-15,Kombi Doğalgaz,1699000.0,denizli,3,Kiracı Oturuyor,,,,2.0
54,55.0,2.0,1.Kat,,5-10,Diğer,1099000.0,denizli,3,Boş,,,,1.0
122,123.0,3.0,2.Kat,,5-10,Kombi Doğalgaz,1690000.0,denizli,5,Boş,,,,1.0
200,220.0,5.0,6.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,2200000.0,denizli,6,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
125,140.0,4.0,4.Kat,Boş,5-10,Kombi Doğalgaz,1575000.0,denizli,6,Boş,Bilinmiyor,Yok,,1.0
59,60.0,3.0,4.Kat,Eşyalı,3,Kombi Doğalgaz,975000.0,denizli,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,1.0
100,110.0,4.0,2.Kat,,0 (Yeni),Kombi Doğalgaz,1400000.0,denizli,3,Boş,,,,1.0
160,180.0,4.0,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2495000.0,denizli,3,Boş,Bilinmiyor,Yok,,2.0
130,145.0,4.0,Düz Giriş (Zemin),Boş,16-20,Kombi Doğalgaz,1395000.0,denizli,3,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
68,78.0,3.0,Düz Giriş (Zemin),Boş,0 (Yeni),Kombi Doğalgaz,1550000.0,denizli,2,Boş,Bilinmiyor,Yok,,1.0
108,120.0,3.0,2.Kat,Boş,2,Kombi Doğalgaz,1395000.0,denizli,4,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
110,115.0,3.0,1.Kat,,5-10,Kombi Doğalgaz,1950000.0,denizli,3,Kiracı Oturuyor,,,,1.0
120,130.0,4.0,5.Kat,,11-15,Kombi Doğalgaz,1575000.0,denizli,7,Mülk Sahibi Oturuyor,,,,1.0
110,120.0,3.0,2.Kat,,0 (Yeni),Yerden Isıtma,2700000.0,denizli,3,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
110,120.0,3.0,Yüksek Giriş,,0 (Yeni),Yerden Isıtma,1800000.0,denizli,2,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
125,135.0,3.0,2.Kat,,5-10,Kombi Doğalgaz,1800000.0,denizli,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Bilinmiyor,1.0
110,120.0,3.0,Yüksek Giriş,,0 (Yeni),Yerden Isıtma,1750000.0,denizli,3,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
110,120.0,3.0,Yüksek Giriş,,0 (Yeni),Yerden Isıtma,1800000.0,denizli,3,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
110,120.0,3.0,3.Kat,,0 (Yeni),Yerden Isıtma,1700000.0,denizli,3,Boş,Bilinmiyor,Yok,Bilinmiyor,1.0
110,120.0,3.0,2.Kat,,5-10,Kombi Doğalgaz,1575000.0,denizli,4,Kiracı Oturuyor,Bilinmiyor,Yok,Bilinmiyor,1.0
150,160.0,4.0,2.Kat,,0 (Yeni),Yerden Isıtma,3350000.0,denizli,3,Boş,,,,2.0
92,95.0,3.0,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2100000.0,denizli,4,Boş,Uygun,,Kat Mülkiyeti,1.0
110,120.0,3.0,Çatı Dubleks,Boş,11-15,Kombi Doğalgaz,1295000.0,denizli,2,Boş,Uygun,Var,Kat Mülkiyeti,1.0
165,175.0,4.0,1.Kat,Boş,16-20,Merkezi Doğalgaz,5500000.0,denizli,4,Boş,Uygun,Var,Kat Mülkiyeti,2.0
92,95.0,3.0,3.Kat,Boş,4,Kombi Doğalgaz,1590000.0,denizli,3,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
90,95.0,3.0,3.Kat,,5-10,Kombi Doğalgaz,1800000.0,denizli,4,Boş,Uygun,,Kat Mülkiyeti,1.0
290,310.0,7.0,,Boş,16-20,Kombi Doğalgaz,11500000.0,denizli,3,Boş,Bilinmiyor,Var,,2.0
135,160.0,4.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,4500000.0,denizli,3,Boş,Bilinmiyor,Var,,2.0
225,240.0,5.0,3.Kat,Boş,0 (Yeni),Yerden Isıtma,6750000.0,denizli,5,Boş,Bilinmiyor,Var,Kat İrtifakı,2.0
250,270.0,6.0,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,5500000.0,denizli,3,Boş,Bilinmiyor,Var,Kat İrtifakı,3.0
50,55.0,2.0,Yüksek Giriş,Eşyalı,5-10,Kombi Doğalgaz,1145000.0,denizli,3,Boş,Uygun,Yok,Kat İrtifakı,1.0
55,70.0,2.0,Bahçe Katı,Boş,5-10,Kombi Doğalgaz,1350000.0,denizli,3,Boş,Bilinmiyor,Var,,1.0
107,145.0,5.0,3.Kat,Boş,0 (Yeni),Yerden Isıtma,2950000.0,denizli,3,Boş,Bilinmiyor,Yok,,1.0
140,160.0,4.0,3.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,2200000.0,denizli,6,Boş,,Yok,Kat Mülkiyeti,1.0
45,50.0,2.0,2.Kat,Boş,0 (Yeni),Yerden Isıtma,1550000.0,denizli,3,Boş,,Var,,1.0
120,130.0,3.0,1.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1725000.0,denizli,6,Boş,Uygun,Var,Kat İrtifakı,1.0
75,80.0,3.0,Kot 1 (-1).Kat,Eşyalı,5-10,Kombi Doğalgaz,950000.0,denizli,5,Mülk Sahibi Oturuyor,Uygun,Yok,Kat İrtifakı,1.0
105,110.0,3.0,2.Kat,,5-10,Merkezi Doğalgaz,2100000.0,denizli,4,Boş,Uygun,,Kat Mülkiyeti,1.0
120,130.0,3.0,2.Kat,,21 Ve Üzeri,Sobalı,1600000.0,denizli,3,Kiracı Oturuyor,,,,1.0
190,200.0,4.0,3.Kat,,16-20,Merkezi Doğalgaz,2650000.0,denizli,7,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1.0
49,50.0,2.0,1.Kat,,4,Kombi Doğalgaz,1230000.0,denizli,4,Boş,,,,1.0
170,185.0,4.0,1.Kat,,11-15,Kombi Doğalgaz,4200000.0,denizli,4,Mülk Sahibi Oturuyor,,,,2.0
110,113.0,4.0,2.Kat,,5-10,Kombi Doğalgaz,2650000.0,denizli,3,Boş,Uygun,,Kat Mülkiyeti,1.0
